episode,start_tick,reward,success_rate,lost,critical_lost,relocations,preemptive,sla,protected,energy,infeasible
321,186,9.0264,0.6750,10,3,82,81,1,4,2051.20,2
322,240,-6.6798,0.6500,13,8,70,70,2,2,2021.31,3
323,129,36.8887,0.8000,7,3,81,81,1,16,2251.04,1
324,9,13.6088,0.7250,10,5,78,78,1,10,2101.53,4
325,378,-25.1033,0.6250,15,7,83,82,0,5,1950.46,1
326,296,14.6992,0.7500,10,6,81,78,1,13,2248.23,17
327,479,-19.7096,0.6250,15,6,72,68,0,3,1838.63,9
328,315,12.4247,0.7250,10,4,90,90,1,9,2326.46,8
329,158,20.8673,0.7250,8,3,83,83,2,7,2115.41,1
330,172,1.8355,0.6750,10,4,83,83,3,8,1972.34,2
331,480,3.3200,0.6750,11,4,78,77,3,2,1907.35,5
332,13,39.3352,0.7750,5,1,88,87,2,20,2225.43,5
333,134,12.3807,0.7500,9,6,84,84,2,11,2120.90,10
334,137,4.8393,0.7250,11,5,84,83,1,11,2007.30,7
335,394,-10.1574,0.6500,13,5,75,73,4,9,1934.88,1
336,427,-3.2787,0.6500,12,4,77,77,3,6,2021.19,5
337,185,15.7270,0.7000,9,2,81,81,2,4,2121.59,10
338,326,32.7921,0.7750,8,2,78,77,0,15,2229.63,9
339,467,-11.6084,0.6500,13,6,77,76,2,3,1865.55,12
340,116,44.0794,0.8500,6,4,82,82,0,9,2356.94,5
341,300,18.9930,0.7500,9,6,80,79,1,8,2188.81,4
342,309,25.2477,0.7750,8,3,87,85,2,12,2191.80,3
343,480,-7.6149,0.6750,13,8,70,69,1,7,1888.36,11
344,262,30.1506,0.7500,7,2,80,79,3,8,2260.75,5
345,169,27.3250,0.7750,9,2,80,80,1,11,2222.44,3
346,324,6.6298,0.7250,11,5,77,77,1,9,1965.24,15
347,322,29.3333,0.7750,9,3,75,74,0,10,2275.91,14
348,423,-11.0940,0.6250,12,6,78,78,2,3,1887.32,11
349,421,-6.7737,0.6750,13,6,79,78,2,8,1986.27,7
350,20,-4.2652,0.6750,12,5,82,82,1,8,1988.38,13
351,310,17.1797,0.7500,9,4,86,83,2,14,2227.20,16
352,443,23.2506,0.7500,9,4,78,74,1,9,2122.18,4
353,345,-24.4122,0.6250,15,6,83,83,0,11,1942.61,13
354,456,19.3643,0.7500,9,3,85,84,3,9,1969.06,5
355,268,3.3074,0.7000,12,4,76,76,0,8,1974.12,6
356,395,1.0674,0.7000,12,6,74,72,0,8,1922.20,9
357,93,33.4950,0.7750,7,3,81,81,1,13,2262.27,1
358,142,26.7502,0.7750,8,5,82,82,0,12,2164.01,4
359,313,28.1643,0.7750,9,2,79,78,1,12,2211.70,11
360,234,24.2096,0.7500,8,4,77,77,3,5,2130.28,3
361,387,-22.8614,0.6250,15,7,73,70,0,9,1918.75,19
362,204,19.7761,0.7750,9,4,83,83,1,7,2077.95,9
363,117,26.0238,0.7500,8,2,81,81,1,13,2288.95,22
364,339,-2.8043,0.6750,12,6,80,79,2,11,2073.54,14
365,457,13.8887,0.7000,9,3,79,77,4,15,2068.00,5
366,404,3.2013,0.6750,12,2,77,75,3,10,1916.86,3
367,490,-7.0716,0.6250,14,4,67,66,0,3,1907.30,19
368,473,-8.3280,0.6750,13,7,81,78,0,4,1927.93,10
369,96,31.9592,0.7750,7,3,75,75,2,15,2140.35,16
370,353,4.0207,0.7000,12,3,75,73,1,14,2244.31,17
371,142,33.9320,0.7750,7,3,79,79,2,14,2235.37,6
372,352,13.1970,0.7250,9,4,83,82,2,14,2090.67,9
373,16,0.8389,0.6500,12,4,71,70,0,6,2025.80,5
374,53,40.9701,0.8250,6,3,84,84,1,14,2238.10,11
375,241,14.6630,0.7000,10,4,74,74,2,5,2087.79,2
376,392,-5.6855,0.6500,12,5,77,77,2,5,1998.72,6
377,214,15.7678,0.7250,10,3,78,78,2,6,2191.13,20
378,341,3.6070,0.7000,12,3,78,75,0,8,2069.98,15
379,471,-3.6335,0.6750,13,6,71,70,1,5,1945.32,11
380,151,8.4320,0.6500,9,3,76,75,4,11,2124.85,11
381,52,29.4155,0.7750,8,4,83,83,1,6,2212.22,5
382,53,5.8893,0.7000,11,6,77,76,0,10,2045.76,16
383,130,10.2341,0.7250,11,5,72,72,0,14,1986.10,15
384,96,17.2870,0.7500,10,4,73,73,0,14,2142.56,16
385,78,23.4035,0.7750,8,6,81,81,2,10,2325.52,19
386,374,-36.1755,0.6000,16,8,83,82,0,7,1852.76,10
387,436,4.3926,0.7000,12,6,67,66,2,9,2009.47,8
388,124,27.8429,0.7500,7,3,84,83,2,16,2229.14,8
389,15,-0.5243,0.6750,12,6,72,71,1,10,1959.27,8
390,117,41.1389,0.8250,7,1,79,79,0,14,2224.31,19
391,27,33.2861,0.8000,7,2,77,76,3,10,2196.81,27
392,213,16.0609,0.7500,10,5,76,76,1,7,2172.44,17
393,49,22.9932,0.7750,9,4,77,77,1,7,2149.89,11
394,245,28.4459,0.7750,8,4,76,75,2,9,2187.31,6
395,197,20.4593,0.7500,9,4,79,77,0,7,2159.82,14
396,284,11.1207,0.7000,10,4,77,77,4,7,2078.31,7
397,414,-12.1193,0.6500,14,6,76,73,0,5,1979.90,14
398,426,41.4503,0.8000,7,1,77,76,2,11,2221.46,9
399,468,-25.1884,0.6000,16,7,66,64,1,3,1904.81,22
400,311,19.9554,0.7750,9,5,80,80,1,10,2168.49,4
401,114,32.4374,0.7750,7,4,74,74,2,21,2196.02,10
402,351,-1.5347,0.6750,12,4,81,80,0,9,1999.09,9
403,443,-12.4515,0.6500,14,6,77,76,1,3,1987.77,6
404,440,5.9404,0.7250,11,6,78,77,2,7,1989.85,11
405,296,24.2928,0.7500,9,3,78,78,1,13,2250.78,15
406,18,6.1530,0.6750,11,4,74,74,1,12,1957.97,10
407,261,23.5682,0.7500,9,2,78,75,1,5,2135.48,18
408,248,27.0265,0.7250,8,1,80,79,3,6,2137.93,7
409,392,0.7463,0.6500,12,3,77,76,1,7,1996.53,20
410,385,-4.1723,0.6750,12,5,82,82,2,9,2121.45,12
411,303,-5.0571,0.6750,13,8,77,77,0,7,2113.42,16
412,392,-10.9236,0.6500,14,6,75,72,0,5,2067.67,14
