episode,start_tick,reward,success_rate,lost,critical_lost,relocations,preemptive,sla,protected,energy,infeasible,source_artifact
509,278,45.3164,0.825,6,1,80,80,2,11,2272.59,21,python-ai/saved_models/marl/mappo_history.csv
510,200,25.308,0.775,9,5,76,73,1,4,2208.12,13,python-ai/saved_models/marl/mappo_history.csv
511,407,3.3294,0.7,12,6,76,76,1,4,1994.78,12,python-ai/saved_models/marl/mappo_history.csv
512,63,16.2138,0.725,9,4,75,75,3,10,2059.88,11,python-ai/saved_models/marl/mappo_history.csv
513,474,13.5591,0.725,11,3,73,72,0,5,1954.85,16,python-ai/saved_models/marl/mappo_history.csv
514,107,36.7586,0.825,7,4,77,76,0,16,2238.02,20,python-ai/saved_models/marl/mappo_history.csv
515,312,3.0255,0.7,11,6,82,81,1,15,2175.97,13,python-ai/saved_models/marl/mappo_history.csv
516,458,0.4547,0.7,12,7,72,69,2,7,2057.74,6,python-ai/saved_models/marl/mappo_history.csv
517,422,1.4465,0.65,12,4,67,65,1,9,2025.87,7,python-ai/saved_models/marl/mappo_history.csv
518,342,-6.6921,0.675,13,6,78,76,1,12,2142.5,16,python-ai/saved_models/marl/mappo_history.csv
519,462,-5.8279,0.675,13,7,69,68,2,5,1901.48,16,python-ai/saved_models/marl/mappo_history.csv
520,430,20.8183,0.725,9,4,76,75,1,6,2127.7,11,python-ai/saved_models/marl/mappo_history.csv
521,131,7.1118,0.7,11,5,75,75,1,13,2159.33,10,python-ai/saved_models/marl/mappo_history.csv
522,177,-11.2417,0.65,14,7,66,66,1,2,1881.62,9,python-ai/saved_models/marl/mappo_history.csv
523,209,-0.4205,0.675,12,5,78,77,0,1,2122.67,8,python-ai/saved_models/marl/mappo_history.csv
524,437,-7.859,0.65,13,7,66,64,2,8,1801.09,20,python-ai/saved_models/marl/mappo_history.csv
525,272,9.8648,0.7,11,6,69,69,0,4,2161.91,35,python-ai/saved_models/marl/mappo_history.csv
526,285,8.8164,0.725,11,4,81,81,0,10,2085.97,6,python-ai/saved_models/marl/mappo_history.csv
527,119,44.2937,0.825,6,2,81,81,1,17,2351.38,18,python-ai/saved_models/marl/mappo_history.csv
528,170,19.2924,0.725,7,4,83,83,6,7,2122.92,10,python-ai/saved_models/marl/mappo_history.csv
529,475,3.3119,0.7,11,5,77,75,3,7,2008.88,24,python-ai/saved_models/marl/mappo_history.csv
530,24,10.7028,0.725,11,3,75,75,0,5,2067.87,15,python-ai/saved_models/marl/mappo_history.csv
531,490,38.731,0.825,7,1,81,77,1,10,2174.02,15,python-ai/saved_models/marl/mappo_history.csv
532,223,15.7612,0.75,10,6,74,74,1,0,2149.8,9,python-ai/saved_models/marl/mappo_history.csv
533,329,3.9074,0.675,10,4,84,84,1,14,1949.42,8,python-ai/saved_models/marl/mappo_history.csv
534,130,40.8609,0.775,7,0,69,66,2,14,2244.35,4,python-ai/saved_models/marl/mappo_history.csv
535,287,23.7199,0.725,8,4,76,76,2,6,2217.19,13,python-ai/saved_models/marl/mappo_history.csv
536,54,29.4041,0.775,7,4,84,84,1,8,2134.76,11,python-ai/saved_models/marl/mappo_history.csv
537,44,20.7665,0.75,9,4,81,81,0,11,2100.28,8,python-ai/saved_models/marl/mappo_history.csv
538,354,-21.7913,0.625,15,6,82,81,0,10,2120.3,17,python-ai/saved_models/marl/mappo_history.csv
539,174,1.3335,0.675,11,6,74,74,3,3,2017.6,12,python-ai/saved_models/marl/mappo_history.csv
540,167,15.6058,0.7,10,2,73,73,0,8,2107.01,9,python-ai/saved_models/marl/mappo_history.csv
541,300,18.5127,0.725,9,4,81,81,3,9,2194.48,10,python-ai/saved_models/marl/mappo_history.csv
542,400,-29.0584,0.6,16,7,75,73,1,4,1880.48,7,python-ai/saved_models/marl/mappo_history.csv
543,456,-14.9159,0.65,14,7,71,69,0,5,1876.99,11,python-ai/saved_models/marl/mappo_history.csv
544,209,19.1483,0.75,9,5,76,76,2,3,2107.99,5,python-ai/saved_models/marl/mappo_history.csv
545,150,32.7341,0.8,8,6,70,69,1,16,2298.69,5,python-ai/saved_models/marl/mappo_history.csv
546,329,14.2155,0.75,10,5,86,86,0,12,2161.84,7,python-ai/saved_models/marl/mappo_history.csv
547,427,-14.8896,0.625,15,5,66,66,0,4,1817.7,9,python-ai/saved_models/marl/mappo_history.csv
548,265,7.4223,0.7,11,3,87,86,2,5,2155.87,10,python-ai/saved_models/marl/mappo_history.csv
549,183,-9.8856,0.65,14,5,72,72,0,2,1938.47,14,python-ai/saved_models/marl/mappo_history.csv
550,51,18.4599,0.75,9,4,77,77,1,17,2174.1,13,python-ai/saved_models/marl/mappo_history.csv
551,439,-20.0925,0.625,15,7,72,72,0,4,1803.03,11,python-ai/saved_models/marl/mappo_history.csv
552,423,4.2632,0.7,12,5,70,69,1,8,1952.52,10,python-ai/saved_models/marl/mappo_history.csv
553,391,-4.1691,0.7,12,6,74,71,2,5,1948.68,7,python-ai/saved_models/marl/mappo_history.csv
554,32,15.4214,0.75,10,4,80,80,0,4,2180.55,19,python-ai/saved_models/marl/mappo_history.csv
555,396,8.5005,0.7,12,4,73,70,1,13,2204.58,10,python-ai/saved_models/marl/mappo_history.csv
556,204,9.9881,0.725,11,6,79,77,0,5,2168.01,16,python-ai/saved_models/marl/mappo_history.csv
557,438,-15.4562,0.65,14,7,77,75,0,6,1946.8,11,python-ai/saved_models/marl/mappo_history.csv
558,405,6.0351,0.7,11,5,75,73,1,7,1989.76,15,python-ai/saved_models/marl/mappo_history.csv
559,133,16.6681,0.75,10,4,77,77,1,13,2196.99,11,python-ai/saved_models/marl/mappo_history.csv
560,203,19.8304,0.75,10,3,74,72,1,4,2139.65,8,python-ai/saved_models/marl/mappo_history.csv
561,211,22.4882,0.75,9,3,76,75,3,5,2205.94,7,python-ai/saved_models/marl/mappo_history.csv
562,31,-3.6773,0.65,12,6,70,70,0,4,1950.99,6,python-ai/saved_models/marl/mappo_history.csv
563,347,10.6684,0.725,10,5,88,88,1,12,2188.53,16,python-ai/saved_models/marl/mappo_history.csv
564,404,8.6783,0.725,11,5,73,70,2,8,2082.43,21,python-ai/saved_models/marl/mappo_history.csv
565,183,11.6042,0.725,10,4,77,77,2,7,2201.04,13,python-ai/saved_models/marl/mappo_history.csv
566,72,6.5258,0.725,11,6,76,76,1,12,2030.25,4,python-ai/saved_models/marl/mappo_history.csv
567,24,23.3753,0.75,9,3,76,76,0,11,2169.58,12,python-ai/saved_models/marl/mappo_history.csv
568,223,-4.5313,0.675,13,9,71,71,1,1,2069.83,10,python-ai/saved_models/marl/mappo_history.csv
569,81,21.3061,0.75,9,5,76,76,0,12,2223.4,13,python-ai/saved_models/marl/mappo_history.csv
570,473,5.5071,0.7,12,4,65,63,3,5,1957.26,15,python-ai/saved_models/marl/mappo_history.csv
571,26,18.7522,0.75,10,4,75,74,1,9,2077.5,11,python-ai/saved_models/marl/mappo_history.csv
572,162,33.4365,0.8,7,2,82,80,4,14,2277.76,21,python-ai/saved_models/marl/mappo_history.csv
573,121,24.5664,0.775,8,4,81,81,2,17,2172.57,16,python-ai/saved_models/marl/mappo_history.csv
574,119,22.7708,0.75,8,4,80,80,2,18,2190.58,11,python-ai/saved_models/marl/mappo_history.csv
575,215,15.3509,0.75,10,4,76,76,2,5,2168.87,12,python-ai/saved_models/marl/mappo_history.csv
576,151,40.1147,0.825,6,2,83,81,3,13,2319.66,18,python-ai/saved_models/marl/mappo_history.csv
577,150,4.805,0.7,12,3,78,78,1,6,2080.62,5,python-ai/saved_models/marl/mappo_history.csv
578,239,24.6295,0.75,8,4,81,80,2,10,2149.76,3,python-ai/saved_models/marl/mappo_history.csv
579,122,33.2091,0.775,7,1,79,79,5,17,2262.15,7,python-ai/saved_models/marl/mappo_history.csv
580,9,29.6769,0.775,7,3,86,86,1,4,2139.54,14,python-ai/saved_models/marl/mappo_history.csv
581,252,36.8373,0.8,8,2,79,78,0,5,2282.63,11,python-ai/saved_models/marl/mappo_history.csv
582,47,23.067,0.725,9,4,70,69,1,8,2096.08,7,python-ai/saved_models/marl/mappo_history.csv
583,429,-0.4567,0.675,12,5,72,70,1,10,2046.04,10,python-ai/saved_models/marl/mappo_history.csv
584,173,-0.8509,0.675,12,6,72,71,1,5,2042.57,25,python-ai/saved_models/marl/mappo_history.csv
585,328,19.3968,0.75,8,4,84,84,4,8,2159.53,6,python-ai/saved_models/marl/mappo_history.csv
586,129,1.3229,0.7,12,4,79,79,1,11,2073.18,7,python-ai/saved_models/marl/mappo_history.csv
587,104,-5.9617,0.675,13,7,71,71,0,17,2121.1,17,python-ai/saved_models/marl/mappo_history.csv
588,359,13.9526,0.75,10,3,83,79,0,16,2134.59,18,python-ai/saved_models/marl/mappo_history.csv
589,75,41.821,0.825,6,3,75,75,2,11,2265.58,17,python-ai/saved_models/marl/mappo_history.csv
590,223,-2.9379,0.675,13,5,72,72,2,0,2151.56,11,python-ai/saved_models/marl/mappo_history.csv
591,290,17.6401,0.75,10,2,87,87,0,5,2188.31,6,python-ai/saved_models/marl/mappo_history.csv
592,370,12.0397,0.725,11,5,76,69,0,13,2201.96,8,python-ai/saved_models/marl/mappo_history.csv
593,130,50.9873,0.85,6,2,70,69,0,19,2295.46,13,python-ai/saved_models/marl/mappo_history.csv
594,55,18.367,0.75,9,3,81,81,2,11,2130.07,5,python-ai/saved_models/marl/mappo_history.csv
595,204,-10.2445,0.675,13,8,77,77,1,1,2130.24,5,python-ai/saved_models/marl/mappo_history.csv
596,231,11.0148,0.725,11,3,74,73,0,1,2072.2,17,python-ai/saved_models/marl/mappo_history.csv
597,149,15.1463,0.725,9,6,78,76,3,12,2188.84,23,python-ai/saved_models/marl/mappo_history.csv
598,274,16.7362,0.725,9,6,72,72,3,6,2173.14,7,python-ai/saved_models/marl/mappo_history.csv
599,108,25.8784,0.775,9,3,75,75,2,18,2279.98,17,python-ai/saved_models/marl/mappo_history.csv
600,215,7.2551,0.7,10,2,80,80,4,1,2048.06,10,python-ai/saved_models/marl/mappo_history.csv
